stage,form,launch_strategy,transfer_variant,precision,P,batch,seconds,seconds_per_expansion
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,4096,1.673600e-05,4.085938e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,4096,3.513920e-04,8.578906e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,4096,2.761600e-04,6.742187e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,4096,9.408640e-04,2.297031e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,4096,1.660800e-05,4.054687e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,4096,3.455360e-04,8.435937e-08
axis_swap,dense,per_block_launch,device_resident,Float32,10,4096,2.763520e-04,6.746875e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,10,4096,1.253504e-03,3.060313e-07
axis_swap,dense,fused_kernel,device_resident,Float32,10,4096,2.592000e-05,6.328125e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,10,4096,5.731200e-04,1.399219e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,32768,2.865280e-04,8.744141e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,10,32768,3.556192e-03,1.085264e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,10,32768,7.286400e-05,2.223633e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,10,32768,2.201632e-03,6.718848e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,10,32768,2.889920e-04,8.819335e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,32768,3.555872e-03,1.085166e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,32768,7.273600e-05,2.219727e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,32768,2.204832e-03,6.728614e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,32768,2.856640e-04,8.717773e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,32768,3.548608e-03,1.082949e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,32768,7.184000e-05,2.192383e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,32768,2.197696e-03,6.706836e-08
axis_swap,dense,per_block_launch,device_resident,Float32,10,32768,2.765760e-04,8.440430e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,10,32768,5.804448e-03,1.771377e-07
axis_swap,dense,fused_kernel,device_resident,Float32,10,32768,1.424320e-04,4.346680e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,10,32768,3.991584e-03,1.218135e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,262144,3.959040e-04,1.510254e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,10,262144,2.238070e-02,8.537561e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,10,262144,5.032960e-04,1.919922e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,10,262144,2.898122e-02,1.105546e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,10,262144,3.979520e-04,1.518066e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,262144,2.241024e-02,8.548828e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,262144,5.030080e-04,1.918823e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,262144,2.902016e-02,1.107031e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,262144,3.978240e-04,1.517578e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,262144,2.241126e-02,8.549219e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,262144,5.032000e-04,1.919556e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,262144,2.897619e-02,1.105354e-07
axis_swap,dense,per_block_launch,device_resident,Float32,10,262144,4.701440e-04,1.793457e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,10,262144,5.282915e-02,2.015272e-07
axis_swap,dense,fused_kernel,device_resident,Float32,10,262144,1.017984e-03,3.883301e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,10,262144,4.684643e-02,1.787050e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,1,3.342400e-04,3.342400e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,1,6.059200e-04,6.059200e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,1,9.855999e-06,9.855999e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,1,3.094400e-05,3.094400e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,1,3.348800e-04,3.348800e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,1,6.040000e-04,6.040000e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,1,9.920000e-06,9.920000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,1,3.110400e-05,3.110400e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,1,3.337280e-04,3.337280e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,1,6.050240e-04,6.050240e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,1,9.920000e-06,9.920000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,1,3.104000e-05,3.104000e-05
axis_swap,dense,per_block_launch,device_resident,Float64,14,1,3.385600e-04,3.385600e-04
axis_swap,dense,per_block_launch,with_transfer,Float64,14,1,6.097920e-04,6.097920e-04
axis_swap,dense,fused_kernel,device_resident,Float64,14,1,1.132800e-05,1.132800e-05
axis_swap,dense,fused_kernel,with_transfer,Float64,14,1,3.292800e-05,3.292800e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,8,3.372480e-04,4.215600e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,8,6.122240e-04,7.652800e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,8,1.001600e-05,1.252000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,8,3.340800e-05,4.176000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,8,3.388480e-04,4.235600e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,8,6.123200e-04,7.654000e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,8,1.011200e-05,1.264000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,8,3.340800e-05,4.176000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,8,3.393920e-04,4.242400e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,8,6.124480e-04,7.655600e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,8,1.004800e-05,1.256000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,8,3.318400e-05,4.148000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,14,8,3.398720e-04,4.248400e-05
axis_swap,dense,per_block_launch,with_transfer,Float64,14,8,6.160000e-04,7.700000e-05
axis_swap,dense,fused_kernel,device_resident,Float64,14,8,1.152000e-05,1.440000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,14,8,3.708800e-05,4.636000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,64,3.772160e-04,5.894000e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,64,6.738240e-04,1.052850e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,64,1.046400e-05,1.635000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,64,4.982400e-05,7.785000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,64,3.762240e-04,5.878500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,64,6.733440e-04,1.052100e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,64,1.043200e-05,1.630000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,64,4.953600e-05,7.740000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,64,3.773120e-04,5.895500e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,64,6.743680e-04,1.053700e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,64,1.030400e-05,1.610000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,64,4.995200e-05,7.805000e-07
axis_swap,dense,per_block_launch,device_resident,Float64,14,64,3.742720e-04,5.848000e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,14,64,6.987520e-04,1.091800e-05
axis_swap,dense,fused_kernel,device_resident,Float64,14,64,1.193600e-05,1.865000e-07
axis_swap,dense,fused_kernel,with_transfer,Float64,14,64,6.899200e-05,1.078000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,512,3.772800e-04,7.368750e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,512,8.926400e-04,1.743437e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,512,1.091200e-05,2.131250e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,512,1.778240e-04,3.473125e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,512,3.769280e-04,7.361875e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,512,8.916160e-04,1.741437e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,512,1.088000e-05,2.125000e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,512,1.849280e-04,3.611875e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,512,3.761280e-04,7.346250e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,512,8.942080e-04,1.746500e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,512,1.072000e-05,2.093750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,512,1.815040e-04,3.545000e-07
axis_swap,dense,per_block_launch,device_resident,Float64,14,512,3.750080e-04,7.324375e-07
axis_swap,dense,per_block_launch,with_transfer,Float64,14,512,1.066496e-03,2.083000e-06
axis_swap,dense,fused_kernel,device_resident,Float64,14,512,1.763200e-05,3.443750e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,14,512,3.112000e-04,6.078125e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,4096,3.786880e-04,9.245313e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,4096,2.161568e-03,5.277266e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,4096,2.521600e-05,6.156250e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,4096,1.031616e-03,2.518594e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,4096,3.769600e-04,9.203125e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,4096,2.147072e-03,5.241875e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,4096,2.521600e-05,6.156250e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,4096,1.031584e-03,2.518516e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,4096,3.768640e-04,9.200781e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,4096,2.147168e-03,5.242109e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,4096,2.521600e-05,6.156250e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,4096,1.033728e-03,2.523750e-07
axis_swap,dense,per_block_launch,device_resident,Float64,14,4096,3.751680e-04,9.159375e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,14,4096,3.348480e-03,8.175000e-07
axis_swap,dense,fused_kernel,device_resident,Float64,14,4096,4.924800e-05,1.202344e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,14,4096,1.876768e-03,4.581953e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,32768,3.891520e-04,1.187598e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,32768,1.098106e-02,3.351152e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,32768,1.441600e-04,4.399414e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,32768,7.939072e-03,2.422813e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,32768,3.915200e-04,1.194824e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,32768,1.100314e-02,3.357891e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,32768,1.432000e-04,4.370117e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,32768,8.020160e-03,2.447559e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,32768,3.912640e-04,1.194043e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,32768,1.100867e-02,3.359580e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,32768,1.439680e-04,4.393555e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,32768,7.807968e-03,2.382803e-07
axis_swap,dense,per_block_launch,device_resident,Float64,14,32768,3.833280e-04,1.169824e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,14,32768,1.953392e-02,5.961280e-07
axis_swap,dense,fused_kernel,device_resident,Float64,14,32768,3.582400e-04,1.093262e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,14,32768,2.692480e-02,8.216797e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,14,262144,9.186880e-04,3.504517e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,14,262144,9.182019e-02,3.502662e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,14,262144,1.016800e-03,3.878784e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,14,262144,8.898425e-02,3.394480e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,14,262144,9.143040e-04,3.487793e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,262144,9.184492e-02,3.503606e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,14,262144,1.016800e-03,3.878784e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,262144,8.878093e-02,3.386724e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,14,262144,9.197760e-04,3.508667e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,14,262144,9.183639e-02,3.503280e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,14,262144,1.016896e-03,3.879150e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,14,262144,8.885036e-02,3.389372e-07
axis_swap,dense,per_block_launch,device_resident,Float64,14,262144,1.119392e-03,4.270142e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,14,262144,1.596434e-01,6.089911e-07
axis_swap,dense,fused_kernel,device_resident,Float64,14,262144,2.456000e-03,9.368897e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,14,262144,1.583773e-01,6.041616e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,1,3.298560e-04,3.298560e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,1,6.017920e-04,6.017920e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,1,1.024000e-05,1.024000e-05
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,1,3.123200e-05,3.123200e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,1,3.303680e-04,3.303680e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,1,6.035200e-04,6.035200e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,1,1.033600e-05,1.033600e-05
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,1,3.139200e-05,3.139200e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,1,3.317440e-04,3.317440e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,1,6.065600e-04,6.065600e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,1,1.033600e-05,1.033600e-05
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,1,3.139200e-05,3.139200e-05
axis_swap,dense,per_block_launch,device_resident,Float32,14,1,3.345280e-04,3.345280e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,14,1,6.095040e-04,6.095040e-04
axis_swap,dense,fused_kernel,device_resident,Float32,14,1,1.168000e-05,1.168000e-05
axis_swap,dense,fused_kernel,with_transfer,Float32,14,1,3.315200e-05,3.315200e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,8,3.369920e-04,4.212400e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,8,6.077120e-04,7.596400e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,8,1.056000e-05,1.320000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,8,3.251200e-05,4.064000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,8,3.363520e-04,4.204400e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,8,6.084160e-04,7.605201e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,8,1.065600e-05,1.332000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,8,3.276800e-05,4.096000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,8,3.365120e-04,4.206400e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,8,6.082880e-04,7.603600e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,8,1.052800e-05,1.316000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,8,3.276800e-05,4.096000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,14,8,3.368640e-04,4.210800e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,14,8,6.118400e-04,7.648000e-05
axis_swap,dense,fused_kernel,device_resident,Float32,14,8,1.235200e-05,1.544000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,14,8,3.558400e-05,4.448000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,64,3.832960e-04,5.989000e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,64,6.680640e-04,1.043850e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,64,1.072000e-05,1.675000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,64,4.118400e-05,6.435000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,64,3.834240e-04,5.991000e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,64,6.684160e-04,1.044400e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,64,1.075200e-05,1.680000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,64,4.108800e-05,6.420000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,64,3.833600e-04,5.990000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,64,6.666240e-04,1.041600e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,64,1.078400e-05,1.685000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,64,4.092800e-05,6.395000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,14,64,3.859840e-04,6.031000e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,14,64,6.822400e-04,1.066000e-05
axis_swap,dense,fused_kernel,device_resident,Float32,14,64,1.286400e-05,2.010000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,14,64,5.113600e-05,7.990000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,512,3.853760e-04,7.526875e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,512,7.784640e-04,1.520438e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,512,1.088000e-05,2.125000e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,512,1.060800e-04,2.071875e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,512,3.845440e-04,7.510625e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,512,7.784640e-04,1.520438e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,512,1.094400e-05,2.137500e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,512,1.066880e-04,2.083750e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,512,3.851200e-04,7.521875e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,512,7.796160e-04,1.522688e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,512,1.110400e-05,2.168750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,512,1.063360e-04,2.076875e-07
axis_swap,dense,per_block_launch,device_resident,Float32,14,512,3.836160e-04,7.492500e-07
axis_swap,dense,per_block_launch,with_transfer,Float32,14,512,8.925440e-04,1.743250e-06
axis_swap,dense,fused_kernel,device_resident,Float32,14,512,1.244800e-05,2.431250e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,14,512,1.687040e-04,3.295000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,4096,3.874880e-04,9.460157e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,4096,1.451200e-03,3.542969e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,4096,2.393600e-05,5.843750e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,4096,5.662720e-04,1.382500e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,4096,3.888000e-04,9.492187e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,4096,1.455296e-03,3.552969e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,4096,2.396800e-05,5.851562e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,4096,5.825280e-04,1.422188e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,4096,3.890240e-04,9.497656e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,4096,1.455872e-03,3.554375e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,4096,2.387200e-05,5.828125e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,4096,5.699840e-04,1.391563e-07
axis_swap,dense,per_block_launch,device_resident,Float32,14,4096,3.781120e-04,9.231250e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,14,4096,2.058560e-03,5.025781e-07
axis_swap,dense,fused_kernel,device_resident,Float32,14,4096,4.432000e-05,1.082031e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,14,4096,9.969600e-04,2.433984e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,32768,3.965120e-04,1.210059e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,32768,6.097408e-03,1.860781e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,32768,1.279680e-04,3.905273e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,32768,3.941920e-03,1.202979e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,32768,3.892480e-04,1.187891e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,32768,6.082560e-03,1.856250e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,32768,1.279360e-04,3.904297e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,32768,3.928480e-03,1.198877e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,32768,3.888320e-04,1.186621e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,32768,6.077920e-03,1.854834e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,32768,1.280960e-04,3.909180e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,32768,3.941536e-03,1.202861e-07
axis_swap,dense,per_block_launch,device_resident,Float32,14,32768,3.797760e-04,1.158984e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,14,32768,1.038787e-02,3.170127e-07
axis_swap,dense,fused_kernel,device_resident,Float32,14,32768,2.892480e-04,8.827148e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,14,32768,7.511680e-03,2.292383e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,14,262144,5.644160e-04,2.153076e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,14,262144,5.286019e-02,2.016456e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,14,262144,9.137280e-04,3.485596e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,14,262144,4.584138e-02,1.748710e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,14,262144,5.644160e-04,2.153076e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,262144,5.288637e-02,2.017455e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,14,262144,9.139200e-04,3.486328e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,262144,4.605865e-02,1.756998e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,14,262144,5.652800e-04,2.156372e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,14,262144,4.046327e-02,1.543551e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,14,262144,9.142400e-04,3.487549e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,14,262144,4.680935e-02,1.785635e-07
axis_swap,dense,per_block_launch,device_resident,Float32,14,262144,7.052480e-04,2.690308e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,14,262144,8.684061e-02,3.312706e-07
axis_swap,dense,fused_kernel,device_resident,Float32,14,262144,2.121824e-03,8.094116e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,14,262144,8.395981e-02,3.202813e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,1,4.714880e-04,4.714880e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,1,8.512640e-04,8.512640e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,1,1.011200e-05,1.011200e-05
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,1,3.187200e-05,3.187200e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,1,4.678080e-04,4.678080e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,1,8.457600e-04,8.457600e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,1,1.017600e-05,1.017600e-05
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,1,3.164800e-05,3.164800e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,1,4.681280e-04,4.681280e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,1,8.518720e-04,8.518720e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,1,1.001600e-05,1.001600e-05
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,1,3.219200e-05,3.219200e-05
axis_swap,dense,per_block_launch,device_resident,Float64,20,1,4.786240e-04,4.786240e-04
axis_swap,dense,per_block_launch,with_transfer,Float64,20,1,8.604800e-04,8.604800e-04
axis_swap,dense,fused_kernel,device_resident,Float64,20,1,1.235200e-05,1.235200e-05
axis_swap,dense,fused_kernel,with_transfer,Float64,20,1,3.478400e-05,3.478400e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,8,4.755200e-04,5.944000e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,8,8.614400e-04,1.076800e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,8,1.145600e-05,1.432000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,8,3.692800e-05,4.616000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,8,4.787840e-04,5.984800e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,8,8.652480e-04,1.081560e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,8,1.072000e-05,1.340000e-06
