stage,form,launch_strategy,transfer_variant,precision,P,batch,seconds,seconds_per_expansion
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,8,3.654400e-05,4.568000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,8,4.757440e-04,5.946800e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,8,8.651520e-04,1.081440e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,8,1.132800e-05,1.416000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,8,3.686400e-05,4.608000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,20,8,4.773440e-04,5.966800e-05
axis_swap,dense,per_block_launch,with_transfer,Float64,20,8,8.711360e-04,1.088920e-04
axis_swap,dense,fused_kernel,device_resident,Float64,20,8,1.273600e-05,1.592000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,20,8,4.265600e-05,5.332000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,64,5.336000e-04,8.337500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,64,9.692160e-04,1.514400e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,64,1.164800e-05,1.820000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,64,7.007999e-05,1.095000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,64,5.327680e-04,8.324500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,64,9.657600e-04,1.509000e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,64,1.168000e-05,1.825000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,64,6.979200e-05,1.090500e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,64,5.333440e-04,8.333500e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,64,9.672960e-04,1.511400e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,64,1.184000e-05,1.850000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,64,6.988800e-05,1.092000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,20,64,5.277440e-04,8.246000e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,20,64,1.021472e-03,1.596050e-05
axis_swap,dense,fused_kernel,device_resident,Float64,20,64,1.353600e-05,2.115000e-07
axis_swap,dense,fused_kernel,with_transfer,Float64,20,64,1.053760e-04,1.646500e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,512,5.330881e-04,1.041188e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,512,1.360288e-03,2.656813e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,512,1.548800e-05,3.025000e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,512,3.027200e-04,5.912500e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,512,5.331520e-04,1.041312e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,512,1.358176e-03,2.652687e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,512,1.561600e-05,3.050000e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,512,3.159360e-04,6.170625e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,512,5.330881e-04,1.041188e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,512,1.366752e-03,2.669438e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,512,1.558400e-05,3.043750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,512,3.080320e-04,6.016250e-07
axis_swap,dense,per_block_launch,device_resident,Float64,20,512,5.372801e-04,1.049375e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,20,512,1.692960e-03,3.306563e-06
axis_swap,dense,fused_kernel,device_resident,Float64,20,512,2.355200e-05,4.600000e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,20,512,5.270400e-04,1.029375e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,4096,5.413120e-04,1.321562e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,4096,3.780928e-03,9.230781e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,4096,4.457600e-05,1.088281e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,4096,1.909952e-03,4.662969e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,4096,5.278720e-04,1.288750e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,4096,3.781152e-03,9.231328e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,4096,4.473600e-05,1.092187e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,4096,1.902432e-03,4.644609e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,4096,5.183360e-04,1.265469e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,4096,3.773600e-03,9.212891e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,4096,4.451200e-05,1.086719e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,4096,1.909056e-03,4.660781e-07
axis_swap,dense,per_block_launch,device_resident,Float64,20,4096,5.268480e-04,1.286250e-07
axis_swap,dense,per_block_launch,with_transfer,Float64,20,4096,6.072480e-03,1.482539e-06
axis_swap,dense,fused_kernel,device_resident,Float64,20,4096,1.144000e-04,2.792969e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,20,4096,3.613280e-03,8.821485e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,32768,5.400321e-04,1.648047e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,32768,2.047933e-02,6.249795e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,32768,3.074560e-04,9.382812e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,32768,2.701075e-02,8.243027e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,32768,5.400960e-04,1.648242e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,32768,2.040822e-02,6.228096e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,32768,3.079040e-04,9.396484e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,32768,2.692477e-02,8.216787e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,32768,5.395200e-04,1.646484e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,32768,2.045066e-02,6.241045e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,32768,3.082560e-04,9.407227e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,32768,2.700752e-02,8.242041e-07
axis_swap,dense,per_block_launch,device_resident,Float64,20,32768,5.606720e-04,1.711035e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,20,32768,3.751546e-02,1.144881e-06
axis_swap,dense,fused_kernel,device_resident,Float64,20,32768,8.039360e-04,2.453418e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,20,32768,4.288006e-02,1.308596e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,20,262144,1.340416e-03,5.113281e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,20,262144,1.637045e-01,6.244832e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,20,262144,2.136512e-03,8.150146e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,20,262144,1.619650e-01,6.178474e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,20,262144,1.339136e-03,5.108399e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,262144,1.638655e-01,6.250974e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,20,262144,2.136288e-03,8.149292e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,262144,1.608994e-01,6.137826e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,20,262144,1.339296e-03,5.109009e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,20,262144,1.642846e-01,6.266959e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,20,262144,2.135488e-03,8.146240e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,20,262144,1.625651e-01,6.201367e-07
axis_swap,dense,per_block_launch,device_resident,Float64,20,262144,2.139552e-03,8.161743e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,20,262144,2.993051e-01,1.141758e-06
axis_swap,dense,fused_kernel,device_resident,Float64,20,262144,5.974656e-03,2.279150e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,20,262144,2.968147e-01,1.132258e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,1,4.624640e-04,4.624640e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,1,8.402240e-04,8.402240e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,1,1.068800e-05,1.068800e-05
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,1,3.206400e-05,3.206400e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,1,4.605440e-04,4.605440e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,1,8.466240e-04,8.466240e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,1,1.072000e-05,1.072000e-05
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,1,3.238400e-05,3.238400e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,1,4.644160e-04,4.644160e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,1,8.513600e-04,8.513600e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,1,1.065600e-05,1.065600e-05
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,1,3.219200e-05,3.219200e-05
axis_swap,dense,per_block_launch,device_resident,Float32,20,1,4.737280e-04,4.737280e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,20,1,8.573440e-04,8.573440e-04
axis_swap,dense,fused_kernel,device_resident,Float32,20,1,1.366400e-05,1.366400e-05
axis_swap,dense,fused_kernel,with_transfer,Float32,20,1,3.558400e-05,3.558400e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,8,4.742080e-04,5.927600e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,8,8.556480e-04,1.069560e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,8,1.193600e-05,1.492000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,8,3.520000e-05,4.400000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,8,4.763520e-04,5.954400e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,8,8.612160e-04,1.076520e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,8,1.174400e-05,1.468000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,8,3.523200e-05,4.404000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,8,4.751680e-04,5.939600e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,8,8.557120e-04,1.069640e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,8,1.174400e-05,1.468000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,8,3.475200e-05,4.344000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,20,8,4.760320e-04,5.950400e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,20,8,8.604480e-04,1.075560e-04
axis_swap,dense,fused_kernel,device_resident,Float32,20,8,1.388800e-05,1.736000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,20,8,3.923200e-05,4.904000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,64,5.449280e-04,8.514500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,64,9.510080e-04,1.485950e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,64,1.219200e-05,1.905000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,64,5.078400e-05,7.935000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,64,5.438720e-04,8.498000e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,64,9.509760e-04,1.485900e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,64,1.228800e-05,1.920000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,64,5.091200e-05,7.955000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,64,5.408640e-04,8.451000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,64,9.468160e-04,1.479400e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,64,1.216000e-05,1.900000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,64,5.104000e-05,7.975000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,20,64,5.441280e-04,8.502000e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,20,64,9.773440e-04,1.527100e-05
axis_swap,dense,fused_kernel,device_resident,Float32,20,64,1.446400e-05,2.260000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,20,64,7.081600e-05,1.106500e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,512,5.456320e-04,1.065687e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,512,1.160928e-03,2.267438e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,512,1.296000e-05,2.531250e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,512,1.787520e-04,3.491250e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,512,5.437120e-04,1.061937e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,512,1.156576e-03,2.258938e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,512,1.302400e-05,2.543750e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,512,1.783040e-04,3.482500e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,512,5.454400e-04,1.065313e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,512,1.158240e-03,2.262188e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,512,1.212800e-05,2.368750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,512,1.782400e-04,3.481250e-07
axis_swap,dense,per_block_launch,device_resident,Float32,20,512,5.368320e-04,1.048500e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,20,512,1.357792e-03,2.651938e-06
axis_swap,dense,fused_kernel,device_resident,Float32,20,512,2.092800e-05,4.087500e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,20,512,3.216640e-04,6.282500e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,4096,5.448640e-04,1.330234e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,4096,2.400704e-03,5.861094e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,4096,4.102400e-05,1.001562e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,4096,1.010688e-03,2.467500e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,4096,5.322880e-04,1.299531e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,4096,2.397248e-03,5.852656e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,4096,4.131200e-05,1.008594e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,4096,1.013024e-03,2.473203e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,4096,5.423680e-04,1.324141e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,4096,2.417888e-03,5.903047e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,4096,4.112000e-05,1.003906e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,4096,1.016320e-03,2.481250e-07
axis_swap,dense,per_block_launch,device_resident,Float32,20,4096,5.309440e-04,1.296250e-07
axis_swap,dense,per_block_launch,with_transfer,Float32,20,4096,3.685376e-03,8.997500e-07
axis_swap,dense,fused_kernel,device_resident,Float32,20,4096,8.988800e-05,2.194531e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,20,4096,1.882176e-03,4.595156e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,32768,5.496320e-04,1.677344e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,32768,1.139731e-02,3.478184e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,32768,2.610240e-04,7.965820e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,32768,1.511376e-02,4.612353e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,32768,5.548480e-04,1.693262e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,32768,1.133456e-02,3.459033e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,32768,2.614400e-04,7.978516e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,32768,1.648211e-02,5.029942e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,32768,5.545280e-04,1.692285e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,32768,1.129898e-02,3.448174e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,20,32768,2.611520e-04,7.969726e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,32768,7.690720e-03,2.347022e-07
axis_swap,dense,per_block_launch,device_resident,Float32,20,32768,5.610880e-04,1.712305e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,20,32768,2.018854e-02,6.161055e-07
axis_swap,dense,fused_kernel,device_resident,Float32,20,32768,6.370880e-04,1.944238e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,20,32768,2.669178e-02,8.145684e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,20,262144,8.553280e-04,3.262818e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,20,262144,8.894017e-02,3.392798e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,20,262144,1.900000e-03,7.247925e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,20,262144,8.390899e-02,3.200874e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,20,262144,8.541760e-04,3.258423e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,20,262144,8.895017e-02,3.393180e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,20,262144,1.900160e-03,7.248535e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,20,262144,8.402730e-02,3.205387e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,20,262144,8.555200e-04,3.263550e-09
