level,q_parent,q_child,offset,orbit,routes,admissible_rank,sigma,relative_tail_at_rank7
2,6,6,3:2:-2,3:2:2,4,11,4384.586820125407:4270.621732344059:889.5510753388966:573.3033178901803:385.0306837413442:53.596968299151975:48.47719584207905:12.285713668362018:10.601033021638585:4.095829021552167:1.0481820035325273:0.9869868441294567:0.6523524988364486:0.15418309683074052:0.09360335732357551:0.0614653578478436,0.002701155616319214
2,6,6,-3:3:-2,3:3:2,2,11,2017.3678727537576:1994.9858742293338:368.19013841176843:226.74946997933395:149.24869464230576:19.821460962440728:17.862555529951937:7.286524647932609:5.955857822644393:2.163533692248687:0.7306440653933585:0.4884578201579674:0.3808810016572057:0.10288624749481554:0.05968498917184226:0.04345336512363715,0.0033767176298102794
2,6,6,-2:3:-2,3:2:2,4,11,4384.586820125406:4270.621732344057:889.5510753388968:573.3033178901798:385.0306837413441:53.596968299152:48.47719584207909:12.285713668362007:10.601033021638619:4.095829021552318:1.0481820035324463:0.9869868441294724:0.6523524988364182:0.1541830968307169:0.09360335732359783:0.061465357847887155,0.002701155616319222
2,6,6,-1:3:-2,3:2:1,6,10,7650.014674873479:7368.49275053888:1741.7195786684433:1159.89928245107:782.4568080493118:116.0624391212629:105.74935421272713:18.066579270859684:16.180049631718642:6.639984479137731:1.6971009601392708:1.5879793157809694:0.8652461896539841:0.20851771464150687:0.13119163237874704:0.07839193533694022,0.00232780189493061
2,6,6,0:3:-2,3:2:0,8,10,9385.29780948685:9005.863875639765:2256.7420242313897:1520.2955608002014:1023.1531519020954:156.92047156099756:143.56952260239157:20.88106063859341:18.949915921629902:7.980852141803868:2.0946994956301372:1.9127230764010987:0.9433374282229705:0.23386198853559476:0.14921098168382485:0.08570085651928235,0.0022099919704868386
2,6,6,1:3:-2,3:2:1,6,10,7650.01467487348:7368.492750538879:1741.7195786684426:1159.8992824510688:782.456808049312:116.0624391212631:105.74935421272708:18.066579270859695:16.1800496317186:6.639984479137761:1.69710096013929:1.5879793157809532:0.8652461896540112:0.20851771464145416:0.13119163237895287:0.07839193533680025,0.002327801894930609
2,6,6,2:3:-2,3:2:2,4,11,4384.586820125404:4270.621732344059:889.5510753388971:573.3033178901804:385.030683741344:53.59696829915193:48.477195842079084:12.285713668362044:10.6010330216386:4.095829021552345:1.048182003532449:0.9869868441294668:0.6523524988364422:0.1541830968307361:0.09360335732364276:0.061465357847917006,0.0027011556163192255
2,6,6,3:3:-2,3:3:2,2,11,2017.3678727537576:1994.9858742293334:368.1901384117684:226.74946997933398:149.2486946423058:19.82146096244072:17.86255552995194:7.286524647932597:5.955857822644399:2.1635336922486914:0.7306440653933465:0.48845782015793965:0.3808810016571718:0.10288624749481509:0.059684989171883966:0.04345336512364284,0.0033767176298102777
2,6,6,-3:-3:-1,3:3:1,3,10,4585.502987739377:4430.908224178482:653.0260901055225:354.83301517310326:206.8830503426517:26.615281818252438:24.19521999549319:12.208855189324064:9.530872901412033:2.8380649986119924:0.8765416043029748:0.6155342201693815:0.4669204575624831:0.13364028430843225:0.0698143077718538:0.05864510405311042,0.0024583834901413778
2,6,6,-2:-3:-1,3:2:1,6,10,12717.532261080043:12382.659720760521:1871.7122374256571:1039.853206554672:616.7174127409498:79.52457244973009:71.9789815952034:24.562750123006424:19.841737285545726:5.971923774672059:1.3760403475845582:1.3474353059260966:0.8354063497991409:0.21539211055508475:0.11251595719412927:0.08979081314291719,0.001800191515146483
2,6,6,-1:-3:-1,3:1:1,9,10,28145.563430596667:27611.46584457771:4291.945598113465:2437.2475188592284:1473.016840510928:190.5016176147883:171.7666463172017:42.68013831274202:35.30717864883405:10.842389105075146:2.5117892420289167:2.2834818717060337:1.1590765049955545:0.31287560773580075:0.16505112066103056:0.12100244616306888,0.0014223347643644885
2,6,6,0:-3:-1,3:1:0,12,10,38393.533434816985:37793.59864460327:5954.727931392288:3415.3964587168207:2082.3104726454935:269.75815779274103:242.87855286083072:53.05201802284974:44.29515118572778:13.752428766852097:3.216967652293698:2.8524093371671753:1.2968077974719232:0.3623635393970753:0.19216942412835122:0.13508067360516737,0.0012991889375278886
2,6,6,1:-3:-1,3:1:1,9,10,28145.563430596667:27611.465844577702:4291.945598113466:2437.2475188592275:1473.0168405109287:190.5016176147882:171.7666463172016:42.68013831274174:35.307178648833975:10.842389105075227:2.511789242028783:2.2834818717059098:1.1590765049955343:0.3128756077359738:0.16505112066183872:0.12100244616299333,0.001422334764364482
2,6,6,2:-3:-1,3:2:1,6,10,12717.532261080043:12382.65972076052:1871.7122374256564:1039.8532065546717:616.7174127409498:79.52457244973006:71.97898159520338:24.562750123006534:19.841737285545737:5.971923774672075:1.376040347584536:1.3474353059260742:0.8354063497991728:0.21539211055509774:0.11251595719430173:0.08979081314290738,0.0018001915151464886
2,6,6,3:-3:-1,3:3:1,3,10,4585.502987739377:4430.908224178484:653.0260901055228:354.83301517310326:206.88305034265173:26.61528181825247:24.19521999549318:12.208855189324092:9.530872901412051:2.838064998611922:0.8765416043030079:0.6155342201694632:0.466920457562482:0.13364028430845193:0.06981430777156977:0.058645104053080356,0.0024583834901413812
2,6,6,-3:-2:-1,3:2:1,6,10,12717.532261080049:12382.659720760526:1871.712237425658:1039.8532065546722:616.7174127409502:79.52457244973:71.97898159520346:24.562750123006424:19.841737285545722:5.971923774672015:1.376040347584537:1.3474353059259894:0.8354063497991971:0.21539211055505436:0.11251595719418722:0.08979081314290575,0.0018001915151464815
2,6,6,-2:-2:-1,2:2:1,12,10,53970.57827921945:53344.58982728866:8548.673931319807:4962.420823967605:3057.301138568875:397.0449085692948:356.9609178704236:67.41111317464132:56.86895409320288:17.909409065034673:4.233439584457695:3.676942727460155:1.4618395755213538:0.4260557815582728:0.2274059910528091:0.15185260730566966,0.0011774949346369384
2,6,6,2:-2:-1,2:2:1,12,10,53970.57827921946:53344.58982728866:8548.673931319805:4962.420823967605:3057.301138568875:397.0449085692947:356.96091787042377:67.41111317464113:56.86895409320309:17.909409065035124:4.233439584458247:3.6769427274597914:1.461839575521596:0.4260557815582764:0.22740599105554218:0.1518526073045724,0.0011774949346369395
2,6,6,3:-2:-1,3:2:1,6,10,12717.532261080045:12382.659720760521:1871.7122374256585:1039.8532065546724:616.7174127409498:79.5245724497301:71.97898159520342:24.56275012300645:19.84173728554573:5.971923774672143:1.3760403475844898:1.3474353059261115:0.8354063497991868:0.215392110555024:0.11251595719411643:0.08979081314294156,0.0018001915151464847
2,6,6,-3:-1:-1,3:1:1,9,10,28145.563430596663:27611.465844577695:4291.945598113466:2437.2475188592284:1473.0168405109282:190.50161761478847:171.76664631720166:42.68013831274186:35.30717864883397:10.842389105075275:2.5117892420289785:2.283481871705971:1.1590765049956537:0.31287560773543244:0.16505112066260963:0.12100244616223521,0.0014223347643644855
2,6,6,3:-1:-1,3:1:1,9,10,28145.56343059667:27611.46584457769:4291.945598113464:2437.247518859228:1473.016840510928:190.50161761478813:171.7666463172017:42.680138312741704:35.30717864883407:10.84238910507507:2.5117892420287653:2.2834818717060505:1.1590765049956027:0.31287560773583406:0.16505112066184252:0.12100244616259835,0.0014223347643644824
2,6,6,-3:0:-1,3:1:0,12,10,38393.53343481698:37793.59864460326:5954.72793139229:3415.396458716819:2082.310472645493:269.75815779274103:242.87855286083095:53.052018022849715:44.2951511857278:13.752428766853047:3.21696765229391:2.8524093371670416:1.2968077974717538:0.3623635393970575:0.19216942412830143:0.13508067360530857,0.0012991889375278925
2,6,6,3:0:-1,3:1:0,12,10,38393.53343481698:37793.59864460324:5954.727931392288:3415.3964587168202:2082.3104726454935:269.75815779274086:242.87855286083087:53.05201802284989:44.29515118572785:13.752428766851981:3.216967652293901:2.8524093371672827:1.2968077974718786:0.36236353939707067:0.19216942412822988:0.13508067360528445,0.001299188937527892
2,6,6,-3:1:-1,3:1:1,9,10,28145.563430596663:27611.465844577695:4291.945598113466:2437.2475188592284:1473.0168405109282:190.50161761478847:171.76664631720166:42.68013831274186:35.30717864883397:10.842389105075275:2.5117892420289785:2.283481871705971:1.1590765049956537:0.31287560773543244:0.16505112066260963:0.12100244616223521,0.0014223347643644855
2,6,6,3:1:-1,3:1:1,9,10,28145.56343059667:27611.46584457769:4291.945598113464:2437.247518859228:1473.016840510928:190.50161761478813:171.7666463172017:42.680138312741704:35.30717864883407:10.84238910507507:2.5117892420287653:2.2834818717060505:1.1590765049956027:0.31287560773583406:0.16505112066184252:0.12100244616259835,0.0014223347643644824
2,6,6,-3:2:-1,3:2:1,6,10,12717.532261080049:12382.659720760526:1871.712237425658:1039.8532065546722:616.7174127409502:79.52457244973:71.97898159520346:24.562750123006424:19.841737285545722:5.971923774672015:1.376040347584537:1.3474353059259894:0.8354063497991971:0.21539211055505436:0.11251595719418722:0.08979081314290575,0.0018001915151464815
2,6,6,-2:2:-1,2:2:1,12,10,53970.57827921945:53344.58982728866:8548.673931319807:4962.420823967605:3057.301138568875:397.0449085692948:356.9609178704236:67.41111317464132:56.86895409320288:17.909409065034673:4.233439584457695:3.676942727460155:1.4618395755213538:0.4260557815582728:0.2274059910528091:0.15185260730566966,0.0011774949346369384
2,6,6,2:2:-1,2:2:1,12,10,53970.57827921946:53344.58982728866:8548.673931319805:4962.420823967605:3057.301138568875:397.0449085692947:356.96091787042377:67.41111317464113:56.86895409320309:17.909409065035124:4.233439584458247:3.6769427274597914:1.461839575521596:0.4260557815582764:0.22740599105554218:0.1518526073045724,0.0011774949346369395
2,6,6,3:2:-1,3:2:1,6,10,12717.532261080045:12382.659720760521:1871.7122374256585:1039.8532065546724:616.7174127409498:79.5245724497301:71.97898159520342:24.56275012300645:19.84173728554573:5.971923774672143:1.3760403475844898:1.3474353059261115:0.8354063497991868:0.215392110555024:0.11251595719411643:0.08979081314294156,0.0018001915151464847
2,6,6,-3:3:-1,3:3:1,3,10,4585.502987739377:4430.908224178482:653.0260901055225:354.83301517310326:206.8830503426517:26.615281818252438:24.19521999549319:12.208855189324064:9.530872901412033:2.8380649986119924:0.8765416043029748:0.6155342201693815:0.4669204575624831:0.13364028430843225:0.0698143077718538:0.05864510405311042,0.0024583834901413778
2,6,6,-2:3:-1,3:2:1,6,10,12717.532261080043:12382.659720760521:1871.7122374256571:1039.853206554672:616.7174127409498:79.52457244973009:71.9789815952034:24.562750123006424:19.841737285545726:5.971923774672059:1.3760403475845582:1.3474353059260966:0.8354063497991409:0.21539211055508475:0.11251595719412927:0.08979081314291719,0.001800191515146483
2,6,6,-1:3:-1,3:1:1,9,10,28145.563430596667:27611.46584457771:4291.945598113465:2437.2475188592284:1473.016840510928:190.5016176147883:171.7666463172017:42.68013831274202:35.30717864883405:10.842389105075146:2.5117892420289167:2.2834818717060337:1.1590765049955545:0.31287560773580075:0.16505112066103056:0.12100244616306888,0.0014223347643644885
2,6,6,0:3:-1,3:1:0,12,10,38393.533434816985:37793.59864460327:5954.727931392288:3415.3964587168207:2082.3104726454935:269.75815779274103:242.87855286083072:53.05201802284974:44.29515118572778:13.752428766852097:3.216967652293698:2.8524093371671753:1.2968077974719232:0.3623635393970753:0.19216942412835122:0.13508067360516737,0.0012991889375278886
2,6,6,1:3:-1,3:1:1,9,10,28145.563430596667:27611.465844577702:4291.945598113466:2437.2475188592275:1473.0168405109287:190.5016176147882:171.7666463172016:42.68013831274174:35.307178648833975:10.842389105075227:2.511789242028783:2.2834818717059098:1.1590765049955343:0.3128756077359738:0.16505112066183872:0.12100244616299333,0.001422334764364482
2,6,6,2:3:-1,3:2:1,6,10,12717.532261080043:12382.65972076052:1871.7122374256564:1039.8532065546717:616.7174127409498:79.52457244973006:71.97898159520338:24.562750123006534:19.841737285545737:5.971923774672075:1.376040347584536:1.3474353059260742:0.8354063497991728:0.21539211055509774:0.11251595719430173:0.08979081314290738,0.0018001915151464886
2,6,6,3:3:-1,3:3:1,3,10,4585.502987739377:4430.908224178484:653.0260901055228:354.83301517310326:206.88305034265173:26.61528181825247:24.19521999549318:12.208855189324092:9.530872901412051:2.838064998611922:0.8765416043030079:0.6155342201694632:0.466920457562482:0.13364028430845193:0.06981430777156977:0.058645104053080356,0.0024583834901413812
2,6,6,-3:-3:0,3:3:0,4,10,6277.296010212299:5939.654812087834:811.2497547288135:418.4261821634209:228.00546164924384:29.6090400162473:27.334116633179764:14.938630139429472:11.363153901439178:3.100353456910908:0.9375994190383431:0.6692624344017383:0.5058875391707629:0.14697687981811827:0.07224950791793612:0.06675482185398371,0.00219321111014625
2,6,6,-2:-3:0,3:2:0,8,10,19549.54462458403:18505.20794486016:2521.7135016913176:1304.0506278948242:706.6410070967612:92.07802022828186:85.08059395095881:32.57360785139462:25.30959587395068:6.749382909102985:1.532202388006622:1.5131980215574063:0.9266250834775197:0.24424122692894454:0.11365376523507358:0.1091745587310053,0.0015461359008155328
2,6,6,-1:-3:0,3:1:0,12,9,48884.47605870912:46283.563203625316:6298.587198133656:3262.193264459475:1761.9950516519862:230.17582646036388:212.6882297933064:61.5831392221798:48.36440914053377:12.717512588450752:2.9197162335767137:2.6590118936416394:1.3183920037376742:0.3663689144496585:0.1731259815533996:0.14768881214354634,0.0011731572202284062
2,6,6,0:-3:0,3:0:0,16,9,70642.69369869484:66889.11843876002:9098.677720581201:4714.821959345593:2543.8836602021984:332.6161587536271:307.3280576157539:79.65223753377549:62.75886271229053:16.42400642129859:3.8012810182937486:3.3866017365266443:1.4962070662900246:0.430813711284364:0.20465569018770707:0.16551466253752264,0.0010511680144538467
2,6,6,1:-3:0,3:1:0,12,9,48884.47605870912:46283.56320362531:6298.587198133657:3262.193264459471:1761.9950516519857:230.17582646036382:212.68822979330642:61.583139222179675:48.36440914053375:12.717512588450878:2.9197162335764557:2.6590118936416847:1.31839200373788:0.36636891444962416:0.1731259815544298:0.14768881214346039,0.0011731572202284047
2,6,6,2:-3:0,3:2:0,8,10,19549.544624584032:18505.207944860176:2521.713501691317:1304.0506278948228:706.6410070967612:92.07802022828176:85.08059395095871:32.57360785139459:25.309595873950713:6.7493829091030015:1.5322023880065574:1.5131980215573337:0.926625083477378:0.24424122692894965:0.11365376523458469:0.10917455873098669,0.001546135900815532
2,6,6,3:-3:0,3:3:0,4,10,6277.296010212298:5939.654812087832:811.2497547288142:418.4261821634209:228.00546164924387:29.6090400162473:27.334116633179814:14.938630139429458:11.363153901439192:3.1003534569108626:0.9375994190383667:0.6692624344017586:0.5058875391706912:0.1469768798181338:0.07224950791794096:0.06675482185382546,0.0021932111101462494
2,6,6,-3:-2:0,3:2:0,8,10,19549.544624584054:18505.20794486018:2521.7135016913185:1304.050627894824:706.6410070967612:92.07802022828183:85.0805939509588:32.5736078513946:25.309595873950695:6.7493829091029705:1.532202388006632:1.5131980215573846:0.9266250834774435:0.24424122692894887:0.11365376523464364:0.10917455873100401,0.0015461359008155306
2,6,6,-2:-2:0,2:2:0,16,9,106621.9398153347:100964.10278680117:13727.676755331397:7117.1065374730515:3835.973482079475:502.0226420434755:463.8155397133283:106.28431004375467:84.00297450365618:21.877823389707768:5.1051316064327255:4.467607027950179:1.7185352229865576:0.5161265319794088:0.24649874874931102:0.18709636753005035,0.0009302937222744827
2,6,6,2:-2:0,2:2:0,16,9,106621.9398153347:100964.10278680122:13727.676755331397:7117.106537473048:3835.9734820794756:502.02264204347597:463.8155397133283:106.28431004375479:84.00297450365613:21.87782338970757:5.105131606432668:4.467607027957862:1.718535222984609:0.5161265319793726:0.24649874874608224:0.18709636752887687,0.0009302937222744842
2,6,6,3:-2:0,3:2:0,8,10,19549.544624584047:18505.207944860173:2521.7135016913185:1304.0506278948228:706.6410070967614:92.07802022828179:85.08059395095874:32.573607851394584:25.30959587395064:6.749382909102984:1.5322023880065787:1.5131980215574143:0.9266250834774649:0.24424122692893688:0.1136537652347884:0.1091745587309761,0.0015461359008155297
2,6,6,-3:-1:0,3:1:0,12,9,48884.47605870911:46283.56320362529:6298.587198133654:3262.193264459473:1761.9950516519857:230.17582646036377:212.68822979330625:61.58313922217976:48.364409140533745:12.71751258845074:2.9197162335766564:2.6590118936417886:1.3183920037378019:0.36636891444958813:0.17312598155479308:0.1476888121435899,0.0011731572202284058
2,6,6,3:-1:0,3:1:0,12,9,48884.47605870912:46283.563203625294:6298.587198133658:3262.193264459473:1761.9950516519866:230.1758264603638:212.68822979330633:61.5831392221796:48.364409140533844:12.717512588450878:2.919716233576685:2.6590118936417064:1.318392003737409:0.3663689144495737:0.1731259815547127:0.14768881214339974,0.001173157220228405
