level,q_parent,q_child,offset,orbit,routes,admissible_rank,sigma,relative_tail_at_rank7
3,6,5,3:-3:3,3:3:3,81,10,86814.87439338827:83006.46958100176:22238.829296159816:15218.926502923705:10158.075790186935:1630.1108762904364:1497.5882478830074:97.49778619102344:92.23917105718579:39.66740686786042:11.068517946356693:9.360225599822307:1.917263431152407:0.6522544095241054:0.40603073131893197:0.18946251812015308,0.0011390908831312642
3,6,5,4:-3:3,4:3:3,36,10,45979.073517513185:44464.36769180102:9916.427430834325:6554.485149907659:4405.709569867466:636.7645183153991:577.12842325766:61.50599521871965:56.2804981166411:22.225109642091585:5.752028148274877:4.917698992059069:1.5100331013309098:0.4585672183017558:0.27626165441789924:0.14981031862354952,0.0013283951842187303
3,6,5,5:-3:3,5:3:3,18,10,23066.720043815083:22615.129054218025:4412.118409932814:2802.1307610711865:1857.6058310390936:253.02368602747265:227.7737003527261:37.841119436404405:33.40561479306913:12.271874464844979:3.0103427170657704:2.6629935751360536:1.1758760409398432:0.319717648236486:0.1870626010229888:0.11566246686986292,0.001589990135884364
3,6,5,-5:-2:3,5:3:2,36,10,33315.136613053684:32426.03600614564:6748.84674965292:4378.53066020149:2929.497612676112:409.7749588682208:369.9232804034206:48.958589299812836:44.044544895995585:16.77454269039464:4.224252640689406:3.657230285711643:1.3435770090225265:0.3866541027865577:0.22963888310842268:0.13287481865029674,0.0014426527669899902
3,6,5,-4:-2:3,4:3:2,72,10,71663.95928943605:68728.18515749495:17286.78990849821:11710.258150586293:7854.874278934114:1212.767620798872:1108.582483568032:84.67569504052796:79.32679144542283:33.18131856347871:9.013980540389356:7.63336578829647:1.7808741932163024:0.584862606604993:0.36020271959664435:0.17650035405284015,0.0011914830359858084
3,6,5,-3:-2:3,3:3:2,126,10,145706.79297790572:138827.79556096968:45943.11030893818:32402.746695685324:21053.704411086386:3910.6750490670925:3660.743767149917:144.85805270957573:140.02183179284802:65.43540681497007:20.24176565347577:17.221321811753782:2.3671613046453674:0.8909597982970564:0.5740860178437234:0.23004472148963975,0.0010162770464845314
3,6,5,-2:-2:3,3:2:2,180,10,256796.95165581815:250125.43229997074:110613.21114510555:84321.90054460337:53085.77266709808:12757.229564873249:12310.9508671719:236.34671085371141:226.93369001330163:117.03813285245626:45.19975477406598:39.67182211591831:3.0736163810375676:1.3177949747500686:0.8979166233801159:0.2886013271189758,0.0009087419135126079
3,6,5,-1:-2:3,3:2:1,210,10,379072.9154024665:363228.6732786964:191062.12202643388:171051.5643768873:112206.39319016284:34111.691701740056:33621.89581253997:342.3323624165922:311.6992701255547:170.49537865461068:86.72254799269528:79.34830308517347:3.705754075808689:1.7682608493389291:1.2772067534908624:0.33839712357421586,0.0008497363337411008
3,6,5,0:-2:3,3:2:0,240,10,443855.9867094:406218.8913304905:224143.03096892042:221645.40230771806:152481.71231269112:51236.92507119836:50785.73322258508:393.6136101931644:346.88612364521947:194.01500168131795:112.80967780443515:105.16425516663922:3.961691738682544:1.9780123938544114:1.4698002703027877:0.3587381235624747,0.0008290861220954379
3,6,5,1:-2:3,3:2:1,210,10,379072.9154024665:363228.6732786962:191062.12202643405:171051.56437688746:112206.39319016281:34111.69170174004:33621.895812539915:342.33236241659273:311.69927012554734:170.4953786546093:86.72254799269068:79.34830308516092:3.705754075819003:1.7682608493315815:1.2772067534948122:0.3383971235686865,0.0008497363337410887
3,6,5,2:-2:3,3:2:2,180,10,256796.95165581812:250125.43229997074:110613.21114510566:84321.90054460336:53085.77266709811:12757.229564873265:12310.950867171892:236.34671085370994:226.93369001330285:117.03813285246025:45.19975477406705:39.67182211591617:3.073616381032146:1.3177949747447566:0.8979166233849422:0.2886013271227728,0.0009087419135126104
3,6,5,3:-2:3,3:3:2,126,10,145706.79297790574:138827.79556096974:45943.11030893817:32402.74669568533:21053.704411086386:3910.675049067089:3660.7437671499097:144.85805270957616:140.02183179285004:65.43540681496624:20.241765653472328:17.221321811752116:2.367161304646063:0.8909597982971554:0.574086017842733:0.23004472149089633,0.0010162770464845312
3,6,5,4:-2:3,4:3:2,72,10,71663.95928943592:68728.18515749494:17286.789908498202:11710.2581505863:7854.874278934114:1212.7676207988704:1108.582483568032:84.67569504052757:79.3267914454226:33.181318563478555:9.013980540389642:7.633365788297621:1.7808741932158256:0.5848626066053576:0.36020271959716327:0.17650035405171113,0.0011914830359858058
3,6,5,5:-2:3,5:3:2,36,10,33315.136613053655:32426.03600614563:6748.846749652919:4378.53066020149:2929.4976126761117:409.7749588682204:369.9232804034205:48.95858929981283:44.04454489599578:16.774542690394544:4.224252640689299:3.657230285711558:1.3435770090222199:0.38665410278679135:0.22963888310809222:0.1328748186505593,0.0014426527669899926
3,6,5,-5:-1:3,5:3:1,42,10,42312.46638325803:40986.28707109579:8967.740390032925:5899.2697997519035:3962.149748977285:567.2617440791405:513.5277253912566:57.97567736258003:52.81662775107002:20.654387771498193:5.305303305674495:4.548316504853228:1.4650128469045618:0.43864526861444714:0.2632579999807025:0.14526178583046037,0.0013566146658232528
3,6,5,-4:-1:3,4:3:1,84,10,95863.65922712229:91537.35532354444:25415.21768617988:17484.25808842293:11627.637120921292:1909.1487567939973:1759.1663729782883:104.96820204584732:99.78875038474213:43.56339647921853:12.348754349188813:10.442662394262346:1.993373272884284:0.6908894393670846:0.4326242597805907:0.19655595850173166,0.0011135185466654
3,6,5,-3:-1:3,3:3:1,147,10,203818.54477429087:195498.9576813473:76566.80683646334:55827.66658044304:35454.03377811033:7556.025709758218:7193.063005283022:191.37903757652472:185.572706500151:91.93750684414545:31.732918549686385:27.385344073311455:2.7489407607581073:1.1132155159841808:0.7388007410056965:0.26229994727683625,0.0009497692199000434
3,6,5,-2:-1:3,3:2:1,210,10,379072.91540246643:363228.6732786962:191062.12202643396:171051.56437688737:112206.39319016278:34111.69170174001:33621.89581253997:342.33236241659534:311.6992701255499:170.495378654611:86.72254799268848:79.34830308516564:3.7057540758227354:1.7682608493389884:1.2772067534937857:0.33839712356941815,0.0008497363337410961
3,6,5,-1:-1:3,3:1:1,245,11,619563.1976813404:501415.7757853086:377719.3511566662:315517.34425115335:290845.06769710773:140644.36337411965:140240.95084605226:524.2878281196251:425.759291022496:258.5534768751874:211.6438468236017:205.22214092665422:4.520889706811691:2.5460457117489703:2.060477946523417:0.4073820947816588,0.0007803856509352437
3,6,5,0:-1:3,3:1:0,280,12,716966.0918017966:552069.0950983285:485789.2547135969:456467.9074962413:343321.5784929564:270100.08403577295:269239.24247592955:587.0971346063261:466.45945446930165:318.63389956881264:310.9284569100536:302.36321007816343:4.767226791504126:2.940090875751966:2.558918659020899:0.43691727219581683,0.0007470607040511679
3,6,5,1:-1:3,3:1:1,245,11,619563.1976813403:501415.77578530874:377719.3511566663:315517.34425115323:290845.0676971078:140644.36337411957:140240.95084605232:524.2878281196254:425.7592910224992:258.55347687519014:211.6438468236095:205.2221409266451:4.520889706809609:2.5460457117471287:2.0604779465308125:0.40738209478690446,0.0007803856509352463
3,6,5,2:-1:3,3:2:1,210,10,379072.9154024664:363228.673278696:191062.12202643402:171051.56437688725:112206.39319016284:34111.691701740056:33621.89581253997:342.3323624165926:311.69927012554706:170.49537865460266:86.72254799268907:79.34830308516291:3.705754075820372:1.7682608493430998:1.2772067534965612:0.3383971235722266,0.000849736333741085
3,6,5,3:-1:3,3:3:1,147,10,203818.54477429084:195498.9576813473:76566.80683646335:55827.666580443:35454.03377811034:7556.025709758216:7193.0630052830165:191.37903757652273:185.5727065001525:91.93750684414796:31.732918549683063:27.385344073313668:2.7489407607613052:1.113215515984573:0.738800741006319:0.26229994726914974,0.0009497692199000445
3,6,5,4:-1:3,4:3:1,84,10,95863.65922712226:91537.35532354446:25415.21768617986:17484.258088422925:11627.637120921298:1909.1487567939996:1759.166372978288:104.9682020458476:99.78875038474199:43.56339647921979:12.34875434918758:10.442662394262307:1.9933732728837816:0.6908894393652187:0.43262425978220265:0.19655595850189195,0.0011135185466654024
3,6,5,5:-1:3,5:3:1,42,10,42312.466383258026:40986.287071095765:8967.740390032923:5899.269799751897:3962.1497489772896:567.2617440791407:513.527725391257:57.97567736257984:52.81662775106956:20.65438777149814:5.305303305674421:4.548316504852831:1.46501284690405:0.4386452686155701:0.2632579999806387:0.14526178583026567,0.0013566146658232456
3,6,5,-5:0:3,5:3:0,48,10,45979.07351751316:44464.36769180102:9916.427430834321:6554.485149907658:4405.7095698674675:636.7645183153995:577.1284232576598:61.50599521871946:56.28049811664112:22.22510964209156:5.752028148274984:4.917698992059025:1.5100331013306156:0.4585672183016094:0.2762616544172712:0.14981031862386823,0.0013283951842187286
3,6,5,-4:0:3,4:3:0,96,10,106089.76545171296:101189.37865421746:29205.065889920796:20201.505249597303:13374.261258920098:2253.100958692688:2083.0135755578694:113.28799659454681:108.20579422777078:47.99103812004781:13.847398291483966:11.715938624154871:2.075605444897508:0.7334397855820612:0.46218284104535917:0.20411068186839595,0.0010884100676864575
3,6,5,-3:0:3,3:3:0,168,10,228670.820245382:220651.00660298005:91849.11026579441:68233.89304497094:43077.782755506385:9718.011940899552:9312.529716241246:212.0339870869189:204.94984381198788:103.60252706354402:37.629286477088066:32.719740761458134:2.9030173685726184:1.2083888109808962:0.8118927987045377:0.27488573766413804,0.0009289490545892666
3,6,5,-2:0:3,3:2:0,240,10,443855.9867094:406218.8913304905:224143.0309689205:221645.40230771812:152481.71231269118:51236.9250711984:50785.73322258508:393.6136101931575:346.8861236452075:194.0150016813215:112.80967780443518:105.16425516662291:3.961691738682351:1.9780123938566099:1.4698002703046606:0.3587381235623361,0.0008290861220954184
3,6,5,-1:0:3,3:1:0,280,12,716966.0918017965:552069.0950983284:485789.2547135972:456467.9074962414:343321.5784929564:270100.0840357729:269239.2424759295:587.0971346063172:466.459454469305:318.6338995688075:310.9284569100419:302.36321007815496:4.767226791511235:2.940090875738273:2.5589186590013053:0.436917272193733,0.0007470607040511577
3,6,5,0:0:3,3:0:0,320,12,603511.6964095671:603511.5646044074:603511.5646044062:603497.2107962363:603497.210796236:601052.5167738365:601052.5167738363:505.1849173659393:504.50191725001514:504.50191725001247:486.5639703416169:486.5639703416156:4.775139509916615:3.4466919792147506:3.4466919792050077:0.47112627799135987,0.0006975850985987523
3,6,5,1:0:3,3:1:0,280,12,716966.0918017965:552069.0950983285:485789.2547135971:456467.9074962414:343321.57849295635:270100.08403577283:269239.2424759295:587.0971346063174:466.45945446930597:318.63389956880224:310.9284569100245:302.3632100781462:4.767226791511254:2.940090875737752:2.558918659002871:0.4369172721916536,0.0007470607040511494
3,6,5,2:0:3,3:2:0,240,10,443855.98670940014:406218.89133049065:224143.03096892044:221645.402307718:152481.7123126912:51236.925071198384:50785.7332225851:393.61361019315785:346.8861236452269:194.01500168132162:112.80967780444035:105.16425516662106:3.96169173868426:1.9780123938558785:1.4698002703033706:0.3587381235631923,0.0008290861220954366
3,6,5,3:0:3,3:3:0,168,10,228670.82024538188:220651.00660298005:91849.11026579441:68233.89304497092:43077.78275550639:9718.011940899529:9312.529716241246:212.0339870869191:204.94984381198844:103.60252706354447:37.629286477085344:32.719740761459995:2.9030173685787446:1.2083888109806649:0.8118927987043271:0.2748857376640675,0.0009289490545892686
3,6,5,4:0:3,4:3:0,96,10,106089.765451713:101189.37865421746:29205.06588992078:20201.505249597285:13374.26125892009:2253.1009586926884:2083.0135755578685:113.28799659454668:108.20579422777048:47.99103812004784:13.847398291482355:11.715938624155031:2.0756054448983607:0.7334397855811255:0.4621828410449103:0.20411068186838163,0.0010884100676864547
3,6,5,5:0:3,5:3:0,48,10,45979.07351751314:44464.36769180102:9916.427430834325:6554.485149907656:4405.709569867467:636.7645183153994:577.1284232576597:61.50599521871964:56.2804981166411:22.22510964209144:5.752028148274999:4.917698992059722:1.5100331013299493:0.458567218301859:0.276261654417631:0.14981031862408797,0.001328395184218731
3,6,5,-5:1:3,5:3:1,42,10,42312.46638325803:40986.28707109579:8967.740390032925:5899.2697997519035:3962.149748977285:567.2617440791405:513.5277253912566:57.97567736258003:52.81662775107002:20.654387771498193:5.305303305674495:4.548316504853228:1.4650128469045618:0.43864526861444714:0.2632579999807025:0.14526178583046037,0.0013566146658232528
3,6,5,-4:1:3,4:3:1,84,10,95863.65922712229:91537.35532354444:25415.21768617988:17484.25808842293:11627.637120921292:1909.1487567939973:1759.1663729782883:104.96820204584732:99.78875038474213:43.56339647921853:12.348754349188813:10.442662394262346:1.993373272884284:0.6908894393670846:0.4326242597805907:0.19655595850173166,0.0011135185466654
3,6,5,-3:1:3,3:3:1,147,10,203818.54477429087:195498.9576813473:76566.80683646334:55827.66658044304:35454.03377811033:7556.025709758218:7193.063005283022:191.37903757652472:185.572706500151:91.93750684414545:31.732918549686385:27.385344073311455:2.7489407607581073:1.1132155159841808:0.7388007410056965:0.26229994727683625,0.0009497692199000434
3,6,5,-2:1:3,3:2:1,210,10,379072.91540246643:363228.6732786962:191062.12202643396:171051.56437688737:112206.39319016278:34111.69170174001:33621.89581253997:342.33236241659534:311.6992701255499:170.495378654611:86.72254799268848:79.34830308516564:3.7057540758227354:1.7682608493389884:1.2772067534937857:0.33839712356941815,0.0008497363337410961
3,6,5,-1:1:3,3:1:1,245,11,619563.1976813404:501415.7757853086:377719.3511566662:315517.34425115335:290845.06769710773:140644.36337411965:140240.95084605226:524.2878281196251:425.759291022496:258.5534768751874:211.6438468236017:205.22214092665422:4.520889706811691:2.5460457117489703:2.060477946523417:0.4073820947816588,0.0007803856509352437
3,6,5,0:1:3,3:1:0,280,12,716966.0918017966:552069.0950983285:485789.2547135969:456467.9074962413:343321.5784929564:270100.08403577295:269239.24247592955:587.0971346063261:466.45945446930165:318.63389956881264:310.9284569100536:302.36321007816343:4.767226791504126:2.940090875751966:2.558918659020899:0.43691727219581683,0.0007470607040511679
3,6,5,1:1:3,3:1:1,245,11,619563.1976813403:501415.77578530874:377719.3511566663:315517.34425115323:290845.0676971078:140644.36337411957:140240.95084605232:524.2878281196254:425.7592910224992:258.55347687519014:211.6438468236095:205.2221409266451:4.520889706809609:2.5460457117471287:2.0604779465308125:0.40738209478690446,0.0007803856509352463
3,6,5,2:1:3,3:2:1,210,10,379072.9154024664:363228.673278696:191062.12202643402:171051.56437688725:112206.39319016284:34111.691701740056:33621.89581253997:342.3323624165926:311.69927012554706:170.49537865460266:86.72254799268907:79.34830308516291:3.705754075820372:1.7682608493430998:1.2772067534965612:0.3383971235722266,0.000849736333741085
3,6,5,3:1:3,3:3:1,147,10,203818.54477429084:195498.9576813473:76566.80683646335:55827.666580443:35454.03377811034:7556.025709758216:7193.0630052830165:191.37903757652273:185.5727065001525:91.93750684414796:31.732918549683063:27.385344073313668:2.7489407607613052:1.113215515984573:0.738800741006319:0.26229994726914974,0.0009497692199000445
3,6,5,4:1:3,4:3:1,84,10,95863.65922712226:91537.35532354446:25415.21768617986:17484.258088422925:11627.637120921298:1909.1487567939996:1759.166372978288:104.9682020458476:99.78875038474199:43.56339647921979:12.34875434918758:10.442662394262307:1.9933732728837816:0.6908894393652187:0.43262425978220265:0.19655595850189195,0.0011135185466654024
3,6,5,5:1:3,5:3:1,42,10,42312.466383258026:40986.287071095765:8967.740390032923:5899.269799751897:3962.1497489772896:567.2617440791407:513.527725391257:57.97567736257984:52.81662775106956:20.65438777149814:5.305303305674421:4.548316504852831:1.46501284690405:0.4386452686155701:0.2632579999806387:0.14526178583026567,0.0013566146658232456
3,6,5,-5:2:3,5:3:2,36,10,33315.136613053684:32426.03600614564:6748.84674965292:4378.53066020149:2929.497612676112:409.7749588682208:369.9232804034206:48.958589299812836:44.044544895995585:16.77454269039464:4.224252640689406:3.657230285711643:1.3435770090225265:0.3866541027865577:0.22963888310842268:0.13287481865029674,0.0014426527669899902
3,6,5,-4:2:3,4:3:2,72,10,71663.95928943605:68728.18515749495:17286.78990849821:11710.258150586293:7854.874278934114:1212.767620798872:1108.582483568032:84.67569504052796:79.32679144542283:33.18131856347871:9.013980540389356:7.63336578829647:1.7808741932163024:0.584862606604993:0.36020271959664435:0.17650035405284015,0.0011914830359858084
3,6,5,-3:2:3,3:3:2,126,10,145706.79297790572:138827.79556096968:45943.11030893818:32402.746695685324:21053.704411086386:3910.6750490670925:3660.743767149917:144.85805270957573:140.02183179284802:65.43540681497007:20.24176565347577:17.221321811753782:2.3671613046453674:0.8909597982970564:0.5740860178437234:0.23004472148963975,0.0010162770464845314
3,6,5,-2:2:3,3:2:2,180,10,256796.95165581815:250125.43229997074:110613.21114510555:84321.90054460337:53085.77266709808:12757.229564873249:12310.9508671719:236.34671085371141:226.93369001330163:117.03813285245626:45.19975477406598:39.67182211591831:3.0736163810375676:1.3177949747500686:0.8979166233801159:0.2886013271189758,0.0009087419135126079
3,6,5,-1:2:3,3:2:1,210,10,379072.9154024665:363228.6732786964:191062.12202643388:171051.5643768873:112206.39319016284:34111.691701740056:33621.89581253997:342.3323624165922:311.6992701255547:170.49537865461068:86.72254799269528:79.34830308517347:3.705754075808689:1.7682608493389291:1.2772067534908624:0.33839712357421586,0.0008497363337411008
3,6,5,0:2:3,3:2:0,240,10,443855.9867094:406218.8913304905:224143.03096892042:221645.40230771806:152481.71231269112:51236.92507119836:50785.73322258508:393.6136101931644:346.88612364521947:194.01500168131795:112.80967780443515:105.16425516663922:3.961691738682544:1.9780123938544114:1.4698002703027877:0.3587381235624747,0.0008290861220954379
3,6,5,1:2:3,3:2:1,210,10,379072.9154024665:363228.6732786962:191062.12202643405:171051.56437688746:112206.39319016281:34111.69170174004:33621.895812539915:342.33236241659273:311.69927012554734:170.4953786546093:86.72254799269068:79.34830308516092:3.705754075819003:1.7682608493315815:1.2772067534948122:0.3383971235686865,0.0008497363337410887
3,6,5,2:2:3,3:2:2,180,10,256796.95165581812:250125.43229997074:110613.21114510566:84321.90054460336:53085.77266709811:12757.229564873265:12310.950867171892:236.34671085370994:226.93369001330285:117.03813285246025:45.19975477406705:39.67182211591617:3.073616381032146:1.3177949747447566:0.8979166233849422:0.2886013271227728,0.0009087419135126104
3,6,5,3:2:3,3:3:2,126,10,145706.79297790574:138827.79556096974:45943.11030893817:32402.74669568533:21053.704411086386:3910.675049067089:3660.7437671499097:144.85805270957616:140.02183179285004:65.43540681496624:20.241765653472328:17.221321811752116:2.367161304646063:0.8909597982971554:0.574086017842733:0.23004472149089633,0.0010162770464845312
3,6,5,4:2:3,4:3:2,72,10,71663.95928943592:68728.18515749494:17286.789908498202:11710.2581505863:7854.874278934114:1212.7676207988704:1108.582483568032:84.67569504052757:79.3267914454226:33.181318563478555:9.013980540389642:7.633365788297621:1.7808741932158256:0.5848626066053576:0.36020271959716327:0.17650035405171113,0.0011914830359858058
3,6,5,5:2:3,5:3:2,36,10,33315.136613053655:32426.03600614563:6748.846749652919:4378.53066020149:2929.4976126761117:409.7749588682204:369.9232804034205:48.95858929981283:44.04454489599578:16.774542690394544:4.224252640689299:3.657230285711558:1.3435770090222199:0.38665410278679135:0.22963888310809222:0.1328748186505593,0.0014426527669899926
3,6,5,-5:3:3,5:3:3,18,10,23066.720043815098:22615.129054218043:4412.118409932816:2802.1307610711856:1857.6058310390936:253.02368602747305:227.7737003527261:37.84111943640434:33.40561479306905:12.271874464844922:3.0103427170658605:2.6629935751360096:1.1758760409399378:0.3197176482365052:0.18706260102289285:0.11566246686998367,0.0015899901358843594
3,6,5,-4:3:3,4:3:3,36,10,45979.073517513185:44464.36769180102:9916.427430834325:6554.485149907659:4405.709569867466:636.7645183153991:577.12842325766:61.50599521871965:56.2804981166411:22.225109642091585:5.752028148274877:4.917698992059069:1.5100331013309098:0.4585672183017558:0.27626165441789924:0.14981031862354952,0.0013283951842187303
3,6,5,-3:3:3,3:3:3,81,10,86814.87439338828:83006.46958100176:22238.829296159824:15218.926502923698:10158.075790186937:1630.1108762904348:1497.5882478830076:97.49778619102356:92.23917105718523:39.66740686786045:11.06851794635676:9.360225599820806:1.9172634311519574:0.6522544095249702:0.406030731318164:0.18946251812339182,0.0011390908831312614
3,6,5,-2:3:3,3:3:2,126,10,145706.79297790563:138827.79556096965:45943.11030893816:32402.74669568531:21053.704411086375:3910.6750490670884:3660.7437671499147:144.85805270957604:140.02183179284944:65.43540681496664:20.241765653475177:17.221321811750812:2.3671613046459825:0.8909597982975209:0.5740860178438298:0.23004472149026886,0.001016277046484531
3,6,5,-1:3:3,3:3:1,147,10,203818.54477429096:195498.95768134732:76566.8068364634:55827.666580443045:35454.03377811033:7556.02570975821:7193.063005283029:191.3790375765252:185.5727065001522:91.93750684414361:31.732918549682992:27.385344073309263:2.7489407607622636:1.113215515985168:0.7388007410070404:0.2622999472736807,0.000949769219900043
3,6,5,0:3:3,3:3:0,168,10,228670.82024538208:220651.00660298002:91849.11026579441:68233.89304497093:43077.78275550639:9718.011940899538:9312.529716241246:212.03398708691887:204.94984381198557:103.60252706354422:37.62928647708708:32.71974076145896:2.9030173685733067:1.2083888109799688:0.8118927987032026:0.2748857376665372,0.0009289490545892622
3,6,5,1:3:3,3:3:1,147,10,203818.54477429093:195498.95768134727:76566.80683646338:55827.66658044304:35454.03377811033:7556.025709758208:7193.06300528302:191.37903757652558:185.57270650014942:91.93750684414132:31.732918549684598:27.385344073312492:2.7489407607632397:1.1132155159858144:0.7388007410046439:0.26229994727256445,0.0009497692199000369
3,6,5,2:3:3,3:3:2,126,10,145706.79297790566:138827.79556096962:45943.11030893817:32402.746695685313:21053.704411086383:3910.6750490670825:3660.743767149915:144.85805270957567:140.02183179284827:65.4354068149674:20.241765653476595:17.22132181174976:2.3671613046466127:0.8909597982972115:0.5740860178434873:0.23004472149044475,0.0010162770464845275
3,6,5,3:3:3,3:3:3,81,10,86814.87439338827:83006.46958100176:22238.829296159816:15218.926502923705:10158.075790186935:1630.1108762904364:1497.5882478830074:97.49778619102344:92.23917105718579:39.66740686786042:11.068517946356693:9.360225599822307:1.917263431152407:0.6522544095241054:0.40603073131893197:0.18946251812015308,0.0011390908831312642
3,6,5,4:3:3,4:3:3,36,10,45979.073517513185:44464.36769180102:9916.427430834325:6554.485149907659:4405.709569867466:636.7645183153991:577.12842325766:61.50599521871965:56.2804981166411:22.225109642091585:5.752028148274877:4.917698992059069:1.5100331013309098:0.4585672183017558:0.27626165441789924:0.14981031862354952,0.0013283951842187303
3,6,5,5:3:3,5:3:3,18,10,23066.720043815083:22615.129054218025:4412.118409932814:2802.1307610711865:1857.6058310390936:253.02368602747265:227.7737003527261:37.841119436404405:33.40561479306913:12.271874464844979:3.0103427170657704:2.6629935751360536:1.1758760409398432:0.319717648236486:0.1870626010229888:0.11566246686986292,0.001589990135884364
3,6,5,-3:4:3,4:3:3,36,10,45979.07351751315:44464.367691801024:9916.427430834328:6554.485149907661:4405.709569867466:636.7645183153995:577.1284232576604:61.50599521871942:56.280498116641276:22.225109642091624:5.7520281482747055:4.917698992059135:1.5100331013305308:0.45856721830174313:0.276261654417151:0.14981031862388675,0.0013283951842187301
3,6,5,-2:4:3,4:3:2,72,10,71663.95928943598:68728.18515749494:17286.7899084982:11710.258150586307:7854.874278934116:1212.7676207988702:1108.5824835680323:84.67569504052811:79.32679144542251:33.181318563478555:9.01398054039081:7.63336578829623:1.7808741932161603:0.5848626066051047:0.3602027195970249:0.17650035405209802,0.0011914830359858084
3,6,5,-1:4:3,4:3:1,84,10,95863.65922712229:91537.35532354444:25415.217686179854:17484.25808842292:11627.637120921296:1909.1487567939987:1759.1663729782883:104.96820204584662:99.78875038474199:43.56339647921899:12.348754349188436:10.442662394262474:1.9933732728835267:0.6908894393650292:0.432624259783689:0.19655595849879057,0.0011135185466653965
3,6,5,0:4:3,4:3:0,96,10,106089.76545171293:101189.37865421748:29205.065889920777:20201.505249597292:13374.261258920094:2253.1009586926884:2083.013575557869:113.2879965945472:108.205794227771:47.991038120047186:13.847398291487261:11.715938624154068:2.075605444897971:0.7334397855816756:0.4621828410445202:0.2041106818685384,0.0010884100676864605
3,6,5,1:4:3,4:3:1,84,10,95863.65922712223:91537.3553235444:25415.217686179865:17484.258088422917:11627.63712092129:1909.1487567939987:1759.1663729782886:104.96820204584688:99.78875038474196:43.56339647921899:12.34875434918923:10.442662394262088:1.9933732728826172:0.6908894393648843:0.4326242597837347:0.19655595849919832,0.0011135185466653983
3,6,5,2:4:3,4:3:2,72,10,71663.95928943601:68728.18515749497:17286.78990849821:11710.258150586296:7854.874278934114:1212.7676207988723:1108.5824835680312:84.67569504052808:79.32679144542293:33.18131856347846:9.013980540390326:7.633365788296897:1.7808741932162981:0.5848626066051144:0.3602027195969937:0.17650035405333972,0.0011914830359858106
3,6,5,3:4:3,4:3:3,36,10,45979.073517513156:44464.367691801024:9916.427430834323:6554.4851499076585:4405.709569867468:636.7645183153998:577.12842325766:61.50599521871935:56.28049811664113:22.22510964209125:5.752028148275052:4.917698992059057:1.510033101330612:0.45856721830187197:0.27626165441826495:0.14981031862349245,0.0013283951842187264
3,6,5,-3:5:3,5:3:3,18,10,23066.72004381509:22615.129054218036:4412.118409932817:2802.130761071187:1857.6058310390931:253.02368602747285:227.77370035272668:37.841119436404234:33.40561479306898:12.271874464845089:3.0103427170656776:2.662993575135966:1.1758760409398628:0.3197176482364948:0.1870626010227407:0.11566246686990374,0.001589990135884357
3,6,5,-2:5:3,5:3:2,36,10,33315.13661305366:32426.03600614565:6748.846749652919:4378.5306602014925:2929.497612676113:409.7749588682206:369.92328040342045:48.95858929981289:44.04454489599549:16.774542690394465:4.224252640689414:3.657230285711717:1.343577009021881:0.3866541027861933:0.22963888310763175:0.13287481865087916,0.0014426527669899889
3,6,5,-1:5:3,5:3:1,42,10,42312.46638325799:40986.287071095765:8967.740390032921:5899.269799751901:3962.149748977284:567.2617440791399:513.5277253912576:57.97567736257993:52.816627751069966:20.654387771498104:5.305303305674792:4.548316504853126:1.4650128469047774:0.4386452686143268:0.2632579999801403:0.1452617858296474,0.0013566146658232521
3,6,5,0:5:3,5:3:0,48,10,45979.073517513134:44464.36769180103:9916.427430834323:6554.48514990766:4405.709569867467:636.7645183153998:577.12842325766:61.505995218719534:56.28049811664119:22.225109642091674:5.752028148275414:4.917698992059385:1.5100331013305894:0.4585672183018755:0.2762616544175836:0.14981031862397162,0.0013283951842187314
3,6,5,1:5:3,5:3:1,42,10,42312.466383258026:40986.287071095794:8967.740390032917:5899.269799751902:3962.1497489772887:567.2617440791406:513.527725391257:57.975677362580214:52.81662775106978:20.65438777149818:5.305303305674467:4.548316504853404:1.4650128469041426:0.43864526861416486:0.26325799998053356:0.145261785829768,0.0013566146658232523
3,6,5,2:5:3,5:3:2,36,10,33315.13661305366:32426.036006145627:6748.8467496529165:4378.530660201489:2929.497612676112:409.7749588682211:369.92328040342034:48.95858929981281:44.04454489599554:16.774542690394256:4.224252640689266:3.6572302857118606:1.3435770090224086:0.3866541027862193:0.22963888310791558:0.13287481865053055,0.0014426527669899878
3,6,5,3:5:3,5:3:3,18,10,23066.720043815094:22615.129054218036:4412.118409932816:2802.1307610711865:1857.6058310390936:253.02368602747293:227.77370035272634:37.841119436404284:33.40561479306905:12.271874464845105:3.010342717065812:2.662993575135914:1.1758760409398534:0.31971764823646853:0.18706260102288677:0.11566246686991469,0.0015899901358843596
3,6,5,-3:-3:4,4:3:3,36,11,26915.628861205496:25801.344416880078:10042.010937755678:7292.668035271617:4647.046538810676:981.3780292714073:933.9955692236276:46.700476798184994:44.437190028320416:22.074608058539976:7.405072949483446:6.541272972843175:1.438971570614663:0.4494241015668664:0.31324303576976065:0.1377947604866018,0.0017394080805013482
